Species: 1: 1. Tains Ants;  
Nations: 2: 1. First Nation;  2. Second Nation;  
Bases:   2: 1. Base, 500, 500;  2. Base, 510, 510;  
Tains Ants, Second Nation, 78: 794, 156, 223
Tains Ants, Second Nation, 79: 216, 829, 51
Tains Ants, Second Nation, 80: 666, 104, 239
Tains Ants, Second Nation, 81: 681, 886, 307
Tains Ants, Second Nation, 82: 226, 156, 135
Tains Ants, Second Nation, 83: 870, 829, 323
Tains Ants, Second Nation, 84: 150, 30, 151
Tains Ants, Second Nation, 85: 1000, 1000, 339
Tains Ants, Second Nation, 86: 0, 0, 167
Tains Ants, Second Nation, 87: 936, 870, 115
Tains Ants, Second Nation, 88: 156, 150, 303
Tains Ants, Second Nation, 89: 829, 804, 131
Tains Ants, Second Nation, 90: 156, 226, 319
Tains Ants, Second Nation, 91: 886, 681, 148
Tains Ants, Second Nation, 92: 104, 666, 216
Tains Ants, Second Nation, 93: 829, 216, 44
Tains Ants, Second Nation, 94: 156, 742, 232
Tains Ants, Second Nation, 95: 952, 150, 60
Tains Ants, Second Nation, 96: 40, 860, 248
Tains Ants, Second Nation, 97: 936, 2, 76
Tains Ants, Second Nation, 98: 150, 936, 24
Tains Ants, Second Nation, 99: 870, 156, 212
Tains Ants, Second Nation, 100: 216, 829, 40
*********************
 Round, 182:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 832, 793, 141
Tains Ants, First Nation, 2: 112, 332, 329
Tains Ants, First Nation, 3: 888, 332, 37
Tains Ants, First Nation, 4: 168, 793, 225
Tains Ants, First Nation, 5: 832, 138, 53
Tains Ants, First Nation, 6: 42, 862, 241
Tains Ants, First Nation, 7: 1000, 0, 69
Tains Ants, First Nation, 8: 0, 1000, 257
Tains Ants, First Nation, 9: 862, 56, 206
Tains Ants, First Nation, 10: 138, 832, 34
Tains Ants, First Nation, 11: 793, 168, 222
Tains Ants, First Nation, 12: 207, 832, 50
Tains Ants, First Nation, 13: 668, 112, 238
Tains Ants, First Nation, 14: 668, 888, 306
Tains Ants, First Nation, 15: 207, 168, 134
Tains Ants, First Nation, 16: 737, 832, 322
Tains Ants, First Nation, 17: 138, 42, 150
Tains Ants, First Nation, 18: 848, 944, 338
Tains Ants, First Nation, 19: 0, 0, 166
Tains Ants, First Nation, 20: 944, 862, 114
Tains Ants, First Nation, 21: 168, 138, 302
Tains Ants, First Nation, 22: 832, 793, 130
Tains Ants, First Nation, 23: 168, 207, 319
Tains Ants, First Nation, 24: 888, 668, 147
Tains Ants, First Nation, 25: 112, 668, 215
Tains Ants, First Nation, 26: 832, 207, 43
Tains Ants, First Nation, 27: 168, 793, 231
Tains Ants, First Nation, 28: 958, 138, 59
Tains Ants, First Nation, 29: 56, 862, 247
Tains Ants, First Nation, 30: 1000, 0, 75
Tains Ants, First Nation, 31: 138, 944, 23
Tains Ants, First Nation, 32: 862, 42, 211
Tains Ants, First Nation, 33: 207, 832, 39
Tains Ants, First Nation, 34: 793, 168, 227
Tains Ants, First Nation, 35: 332, 888, 55
Tains Ants, First Nation, 36: 332, 112, 124
Tains Ants, First Nation, 37: 793, 832, 312
Tains Ants, First Nation, 38: 207, 168, 140
Tains Ants, First Nation, 39: 862, 832, 328
Tains Ants, First Nation, 40: 138, 56, 156
Tains Ants, First Nation, 41: 1000, 1000, 344
Tains Ants, First Nation, 42: 56, 152, 292
Tains Ants, First Nation, 43: 958, 862, 120
Tains Ants, First Nation, 44: 168, 263, 308
Tains Ants, First Nation, 45: 832, 793, 136
Tains Ants, First Nation, 46: 112, 332, 324
Tains Ants, First Nation, 47: 888, 332, 32
Tains Ants, First Nation, 48: 168, 793, 220
Tains Ants, First Nation, 49: 832, 207, 48
Tains Ants, First Nation, 50: 168, 862, 237
Tains Ants, Second Nation, 51: 932, 148, 65
Tains Ants, Second Nation, 52: 1, 932, 13
Tains Ants, Second Nation, 53: 932, 1, 81
Tains Ants, Second Nation, 54: 148, 949, 29
Tains Ants, Second Nation, 55: 872, 159, 217
Tains Ants, Second Nation, 56: 213, 826, 45
Tains Ants, Second Nation, 57: 669, 106, 233
Tains Ants, Second Nation, 58: 684, 884, 301
Tains Ants, Second Nation, 59: 223, 159, 129
Tains Ants, Second Nation, 60: 807, 826, 317
Tains Ants, Second Nation, 61: 148, 159, 145
Tains Ants, Second Nation, 62: 872, 932, 333
Tains Ants, Second Nation, 63: 0, 0, 281
Tains Ants, Second Nation, 64: 1000, 1000, 110
Tains Ants, Second Nation, 65: 44, 148, 298
Tains Ants, Second Nation, 66: 826, 872, 126
Tains Ants, Second Nation, 67: 159, 223, 314
Tains Ants, Second Nation, 68: 884, 807, 142
Tains Ants, Second Nation, 69: 106, 669, 210
Tains Ants, Second Nation, 70: 884, 213, 38
Tains Ants, Second Nation, 71: 159, 797, 226
Tains Ants, Second Nation, 72: 826, 148, 54
Tains Ants, Second Nation, 73: 44, 872, 242
Tains Ants, Second Nation, 74: 932, 1, 70
Tains Ants, Second Nation, 75: 1, 932, 18
Tains Ants, Second Nation, 76: 872, 44, 206
Tains Ants, Second Nation, 77: 148, 826, 35
Tains Ants, Second Nation, 78: 797, 159, 223
Tains Ants, Second Nation, 79: 213, 826, 51
Tains Ants, Second Nation, 80: 669, 106, 239
Tains Ants, Second Nation, 81: 684, 884, 307
Tains Ants, Second Nation, 82: 223, 159, 135
Tains Ants, Second Nation, 83: 872, 826, 323
Tains Ants, Second Nation, 84: 148, 33, 151
Tains Ants, Second Nation, 85: 1000, 1000, 99
Tains Ants, Second Nation, 86: 0, 0, 287
Tains Ants, Second Nation, 87: 932, 872, 115
Tains Ants, Second Nation, 88: 159, 148, 303
Tains Ants, Second Nation, 89: 826, 807, 131
Tains Ants, Second Nation, 90: 159, 223, 319
Tains Ants, Second Nation, 91: 884, 684, 148
Tains Ants, Second Nation, 92: 106, 669, 216
Tains Ants, Second Nation, 93: 826, 213, 44
Tains Ants, Second Nation, 94: 159, 744, 232
Tains Ants, Second Nation, 95: 949, 148, 60
Tains Ants, Second Nation, 96: 44, 861, 248
Tains Ants, Second Nation, 97: 932, 1, 76
Tains Ants, Second Nation, 98: 148, 932, 24
Tains Ants, Second Nation, 99: 872, 159, 212
Tains Ants, Second Nation, 100: 213, 826, 40
*********************
 Round, 183:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 829, 796, 141
Tains Ants, First Nation, 2: 114, 329, 329
Tains Ants, First Nation, 3: 886, 329, 37
Tains Ants, First Nation, 4: 171, 796, 225
Tains Ants, First Nation, 5: 829, 136, 53
Tains Ants, First Nation, 6: 45, 864, 241
Tains Ants, First Nation, 7: 1000, 0, 189
Tains Ants, First Nation, 8: 0, 1000, 17
Tains Ants, First Nation, 9: 864, 60, 206
Tains Ants, First Nation, 10: 136, 829, 34
Tains Ants, First Nation, 11: 796, 171, 222
Tains Ants, First Nation, 12: 204, 829, 50
Tains Ants, First Nation, 13: 671, 114, 238
Tains Ants, First Nation, 14: 671, 886, 306
Tains Ants, First Nation, 15: 204, 171, 134
Tains Ants, First Nation, 16: 739, 829, 322
Tains Ants, First Nation, 17: 136, 45, 150
Tains Ants, First Nation, 18: 849, 940, 338
Tains Ants, First Nation, 19: 0, 0, 286
Tains Ants, First Nation, 20: 940, 864, 114
Tains Ants, First Nation, 21: 171, 136, 302
Tains Ants, First Nation, 22: 829, 796, 130
Tains Ants, First Nation, 23: 171, 204, 319
Tains Ants, First Nation, 24: 886, 671, 147
Tains Ants, First Nation, 25: 114, 671, 215
Tains Ants, First Nation, 26: 829, 204, 43
Tains Ants, First Nation, 27: 171, 796, 231
Tains Ants, First Nation, 28: 955, 136, 59
Tains Ants, First Nation, 29: 60, 864, 247
Tains Ants, First Nation, 30: 1000, 0, 195
Tains Ants, First Nation, 31: 136, 940, 23
Tains Ants, First Nation, 32: 864, 45, 211
Tains Ants, First Nation, 33: 204, 829, 39
Tains Ants, First Nation, 34: 796, 171, 227
Tains Ants, First Nation, 35: 329, 886, 55
Tains Ants, First Nation, 36: 329, 114, 124
Tains Ants, First Nation, 37: 796, 829, 312
Tains Ants, First Nation, 38: 204, 171, 140
Tains Ants, First Nation, 39: 864, 829, 328
Tains Ants, First Nation, 40: 136, 60, 156
Tains Ants, First Nation, 41: 1000, 1000, 104
Tains Ants, First Nation, 42: 60, 151, 292
Tains Ants, First Nation, 43: 955, 864, 120
Tains Ants, First Nation, 44: 171, 261, 308
Tains Ants, First Nation, 45: 829, 796, 136
Tains Ants, First Nation, 46: 114, 329, 324
Tains Ants, First Nation, 47: 886, 329, 32
Tains Ants, First Nation, 48: 171, 796, 220
Tains Ants, First Nation, 49: 829, 204, 48
Tains Ants, First Nation, 50: 171, 864, 237
Tains Ants, Second Nation, 51: 928, 146, 65
Tains Ants, Second Nation, 52: 0, 928, 13
Tains Ants, Second Nation, 53: 928, 0, 81
Tains Ants, Second Nation, 54: 146, 946, 29
Tains Ants, Second Nation, 55: 874, 162, 217
Tains Ants, Second Nation, 56: 210, 823, 45
Tains Ants, Second Nation, 57: 672, 108, 233
Tains Ants, Second Nation, 58: 687, 882, 301
Tains Ants, Second Nation, 59: 220, 162, 129
Tains Ants, Second Nation, 60: 810, 823, 317
Tains Ants, Second Nation, 61: 146, 162, 145
Tains Ants, Second Nation, 62: 874, 928, 333
Tains Ants, Second Nation, 63: 0, 0, 161
Tains Ants, Second Nation, 64: 1000, 1000, 350
Tains Ants, Second Nation, 65: 48, 146, 298
Tains Ants, Second Nation, 66: 823, 874, 126
Tains Ants, Second Nation, 67: 162, 220, 314
Tains Ants, Second Nation, 68: 882, 810, 142
Tains Ants, Second Nation, 69: 108, 672, 210
Tains Ants, Second Nation, 70: 882, 210, 38
Tains Ants, Second Nation, 71: 162, 800, 226
Tains Ants, Second Nation, 72: 823, 146, 54
Tains Ants, Second Nation, 73: 48, 874, 242
Tains Ants, Second Nation, 74: 928, 0, 70
Tains Ants, Second Nation, 75: 0, 928, 18
Tains Ants, Second Nation, 76: 874, 48, 206
Tains Ants, Second Nation, 77: 146, 823, 35
Tains Ants, Second Nation, 78: 800, 162, 223
Tains Ants, Second Nation, 79: 210, 823, 51
Tains Ants, Second Nation, 80: 672, 108, 239
Tains Ants, Second Nation, 81: 687, 882, 307
Tains Ants, Second Nation, 82: 220, 162, 135
Tains Ants, Second Nation, 83: 874, 823, 323
Tains Ants, Second Nation, 84: 146, 36, 151
Tains Ants, Second Nation, 85: 1000, 1000, 339
Tains Ants, Second Nation, 86: 0, 0, 167
Tains Ants, Second Nation, 87: 928, 874, 115
Tains Ants, Second Nation, 88: 162, 146, 303
Tains Ants, Second Nation, 89: 823, 810, 131
Tains Ants, Second Nation, 90: 162, 220, 319
Tains Ants, Second Nation, 91: 882, 687, 148
Tains Ants, Second Nation, 92: 108, 672, 216
Tains Ants, Second Nation, 93: 823, 210, 44
Tains Ants, Second Nation, 94: 162, 746, 232
Tains Ants, Second Nation, 95: 946, 146, 60
Tains Ants, Second Nation, 96: 48, 862, 248
Tains Ants, Second Nation, 97: 928, 0, 76
Tains Ants, Second Nation, 98: 146, 928, 24
Tains Ants, Second Nation, 99: 874, 162, 212
Tains Ants, Second Nation, 100: 210, 823, 40
*********************
 Round, 184:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 826, 799, 141
Tains Ants, First Nation, 2: 116, 326, 329
Tains Ants, First Nation, 3: 884, 326, 37
Tains Ants, First Nation, 4: 174, 799, 225
Tains Ants, First Nation, 5: 826, 134, 53
Tains Ants, First Nation, 6: 48, 866, 241
Tains Ants, First Nation, 7: 1000, 0, 69
Tains Ants, First Nation, 8: 0, 1000, 257
Tains Ants, First Nation, 9: 866, 64, 206
Tains Ants, First Nation, 10: 134, 826, 34
Tains Ants, First Nation, 11: 799, 174, 222
Tains Ants, First Nation, 12: 201, 826, 50
Tains Ants, First Nation, 13: 674, 116, 238
Tains Ants, First Nation, 14: 674, 884, 306
Tains Ants, First Nation, 15: 201, 174, 134
Tains Ants, First Nation, 16: 741, 826, 322
Tains Ants, First Nation, 17: 134, 48, 150
Tains Ants, First Nation, 18: 850, 936, 338
Tains Ants, First Nation, 19: 0, 0, 166
Tains Ants, First Nation, 20: 936, 866, 114
Tains Ants, First Nation, 21: 174, 134, 302
Tains Ants, First Nation, 22: 826, 799, 130
Tains Ants, First Nation, 23: 174, 201, 319
Tains Ants, First Nation, 24: 884, 674, 147
Tains Ants, First Nation, 25: 116, 674, 215
Tains Ants, First Nation, 26: 826, 201, 43
Tains Ants, First Nation, 27: 174, 799, 231
Tains Ants, First Nation, 28: 952, 134, 59
Tains Ants, First Nation, 29: 64, 866, 247
Tains Ants, First Nation, 30: 1000, 0, 75
Tains Ants, First Nation, 31: 134, 936, 23
Tains Ants, First Nation, 32: 866, 48, 211
Tains Ants, First Nation, 33: 201, 826, 39
Tains Ants, First Nation, 34: 799, 174, 227
Tains Ants, First Nation, 35: 326, 884, 55
Tains Ants, First Nation, 36: 326, 116, 124
Tains Ants, First Nation, 37: 799, 826, 312
Tains Ants, First Nation, 38: 201, 174, 140
Tains Ants, First Nation, 39: 866, 826, 328
Tains Ants, First Nation, 40: 134, 64, 156
Tains Ants, First Nation, 41: 1000, 1000, 344
Tains Ants, First Nation, 42: 64, 150, 292
Tains Ants, First Nation, 43: 952, 866, 120
Tains Ants, First Nation, 44: 174, 259, 308
Tains Ants, First Nation, 45: 826, 799, 136
Tains Ants, First Nation, 46: 116, 326, 324
Tains Ants, First Nation, 47: 884, 326, 32
Tains Ants, First Nation, 48: 174, 799, 220
Tains Ants, First Nation, 49: 826, 201, 48
Tains Ants, First Nation, 50: 174, 866, 237
Tains Ants, Second Nation, 51: 924, 144, 65
Tains Ants, Second Nation, 52: 0, 928, 253
Tains Ants, Second Nation, 53: 928, 0, 201
Tains Ants, Second Nation, 54: 144, 943, 29
Tains Ants, Second Nation, 55: 876, 165, 217
Tains Ants, Second Nation, 56: 207, 820, 45
Tains Ants, Second Nation, 57: 675, 110, 233
Tains Ants, Second Nation, 58: 690, 880, 301
Tains Ants, Second Nation, 59: 217, 165, 129
Tains Ants, Second Nation, 60: 813, 820, 317
Tains Ants, Second Nation, 61: 144, 165, 145
Tains Ants, Second Nation, 62: 876, 924, 333
Tains Ants, Second Nation, 63: 0, 0, 281
Tains Ants, Second Nation, 64: 1000, 1000, 110
Tains Ants, Second Nation, 65: 52, 144, 298
Tains Ants, Second Nation, 66: 820, 876, 126
Tains Ants, Second Nation, 67: 165, 217, 314
Tains Ants, Second Nation, 68: 880, 813, 142
Tains Ants, Second Nation, 69: 110, 675, 210
Tains Ants, Second Nation, 70: 880, 207, 38
Tains Ants, Second Nation, 71: 165, 803, 226
Tains Ants, Second Nation, 72: 820, 144, 54
Tains Ants, Second Nation, 73: 52, 876, 242
Tains Ants, Second Nation, 74: 928, 0, 190
Tains Ants, Second Nation, 75: 0, 928, 258
Tains Ants, Second Nation, 76: 876, 52, 206
Tains Ants, Second Nation, 77: 144, 820, 35
Tains Ants, Second Nation, 78: 803, 165, 223
Tains Ants, Second Nation, 79: 207, 820, 51
Tains Ants, Second Nation, 80: 675, 110, 239
Tains Ants, Second Nation, 81: 690, 880, 307
Tains Ants, Second Nation, 82: 217, 165, 135
Tains Ants, Second Nation, 83: 876, 820, 323
Tains Ants, Second Nation, 84: 144, 39, 151
Tains Ants, Second Nation, 85: 1000, 1000, 99
Tains Ants, Second Nation, 86: 0, 0, 287
Tains Ants, Second Nation, 87: 924, 876, 115
Tains Ants, Second Nation, 88: 165, 144, 303
Tains Ants, Second Nation, 89: 820, 813, 131
Tains Ants, Second Nation, 90: 165, 217, 319
Tains Ants, Second Nation, 91: 880, 690, 148
Tains Ants, Second Nation, 92: 110, 675, 216
Tains Ants, Second Nation, 93: 820, 207, 44
Tains Ants, Second Nation, 94: 165, 748, 232
Tains Ants, Second Nation, 95: 943, 144, 60
Tains Ants, Second Nation, 96: 52, 863, 248
Tains Ants, Second Nation, 97: 928, 0, 196
Tains Ants, Second Nation, 98: 144, 924, 24
Tains Ants, Second Nation, 99: 876, 165, 212
Tains Ants, Second Nation, 100: 207, 820, 40
*********************
 Round, 185:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 823, 802, 141
Tains Ants, First Nation, 2: 118, 323, 329
Tains Ants, First Nation, 3: 882, 323, 37
Tains Ants, First Nation, 4: 177, 802, 225
Tains Ants, First Nation, 5: 823, 132, 53
Tains Ants, First Nation, 6: 51, 868, 241
Tains Ants, First Nation, 7: 1000, 0, 189
Tains Ants, First Nation, 8: 0, 1000, 17
Tains Ants, First Nation, 9: 868, 68, 206
Tains Ants, First Nation, 10: 132, 823, 34
Tains Ants, First Nation, 11: 802, 177, 222
Tains Ants, First Nation, 12: 198, 823, 50
Tains Ants, First Nation, 13: 677, 118, 238
Tains Ants, First Nation, 14: 677, 882, 306
Tains Ants, First Nation, 15: 198, 177, 134
Tains Ants, First Nation, 16: 743, 823, 322
Tains Ants, First Nation, 17: 132, 51, 150
Tains Ants, First Nation, 18: 851, 932, 338
Tains Ants, First Nation, 19: 0, 0, 286
Tains Ants, First Nation, 20: 932, 868, 114
Tains Ants, First Nation, 21: 177, 132, 302
Tains Ants, First Nation, 22: 823, 802, 130
Tains Ants, First Nation, 23: 177, 198, 319
Tains Ants, First Nation, 24: 882, 677, 147
Tains Ants, First Nation, 25: 118, 677, 215
Tains Ants, First Nation, 26: 823, 198, 43
Tains Ants, First Nation, 27: 177, 802, 231
Tains Ants, First Nation, 28: 949, 132, 59
Tains Ants, First Nation, 29: 68, 868, 247
Tains Ants, First Nation, 30: 1000, 0, 195
Tains Ants, First Nation, 31: 132, 932, 23
Tains Ants, First Nation, 32: 868, 51, 211
Tains Ants, First Nation, 33: 198, 823, 39
Tains Ants, First Nation, 34: 802, 177, 227
Tains Ants, First Nation, 35: 323, 882, 55
Tains Ants, First Nation, 36: 323, 118, 124
Tains Ants, First Nation, 37: 802, 823, 312
Tains Ants, First Nation, 38: 198, 177, 140
Tains Ants, First Nation, 39: 868, 823, 328
Tains Ants, First Nation, 40: 132, 68, 156
Tains Ants, First Nation, 41: 1000, 1000, 104
Tains Ants, First Nation, 42: 68, 149, 292
Tains Ants, First Nation, 43: 949, 868, 120
Tains Ants, First Nation, 44: 177, 257, 308
Tains Ants, First Nation, 45: 823, 802, 136
Tains Ants, First Nation, 46: 118, 323, 324
Tains Ants, First Nation, 47: 882, 323, 32
Tains Ants, First Nation, 48: 177, 802, 220
Tains Ants, First Nation, 49: 823, 198, 48
Tains Ants, First Nation, 50: 177, 868, 237
Tains Ants, Second Nation, 51: 920, 142, 65
Tains Ants, Second Nation, 52: 4, 929, 253
Tains Ants, Second Nation, 53: 929, 4, 201
Tains Ants, Second Nation, 54: 142, 940, 29
Tains Ants, Second Nation, 55: 878, 168, 217
Tains Ants, Second Nation, 56: 204, 817, 45
Tains Ants, Second Nation, 57: 678, 112, 233
Tains Ants, Second Nation, 58: 693, 878, 301
Tains Ants, Second Nation, 59: 214, 168, 129
Tains Ants, Second Nation, 60: 816, 817, 317
Tains Ants, Second Nation, 61: 142, 168, 145
Tains Ants, Second Nation, 62: 878, 920, 333
Tains Ants, Second Nation, 63: 0, 0, 161
Tains Ants, Second Nation, 64: 1000, 1000, 350
Tains Ants, Second Nation, 65: 56, 142, 298
Tains Ants, Second Nation, 66: 817, 878, 126
Tains Ants, Second Nation, 67: 168, 214, 314
Tains Ants, Second Nation, 68: 878, 816, 142
Tains Ants, Second Nation, 69: 112, 678, 210
Tains Ants, Second Nation, 70: 878, 204, 38
Tains Ants, Second Nation, 71: 168, 806, 226
Tains Ants, Second Nation, 72: 817, 142, 54
Tains Ants, Second Nation, 73: 56, 878, 242
Tains Ants, Second Nation, 74: 929, 4, 190
Tains Ants, Second Nation, 75: 4, 929, 258
Tains Ants, Second Nation, 76: 878, 56, 206
Tains Ants, Second Nation, 77: 142, 817, 35
Tains Ants, Second Nation, 78: 806, 168, 223
Tains Ants, Second Nation, 79: 204, 817, 51
Tains Ants, Second Nation, 80: 678, 112, 239
Tains Ants, Second Nation, 81: 693, 878, 307
Tains Ants, Second Nation, 82: 214, 168, 135
Tains Ants, Second Nation, 83: 878, 817, 323
Tains Ants, Second Nation, 84: 142, 42, 151
Tains Ants, Second Nation, 85: 1000, 1000, 339
Tains Ants, Second Nation, 86: 0, 0, 167
Tains Ants, Second Nation, 87: 920, 878, 115
Tains Ants, Second Nation, 88: 168, 142, 303
Tains Ants, Second Nation, 89: 817, 816, 131
Tains Ants, Second Nation, 90: 168, 214, 319
Tains Ants, Second Nation, 91: 878, 693, 148
Tains Ants, Second Nation, 92: 112, 678, 216
Tains Ants, Second Nation, 93: 817, 204, 44
Tains Ants, Second Nation, 94: 168, 750, 232
Tains Ants, Second Nation, 95: 940, 142, 60
Tains Ants, Second Nation, 96: 56, 864, 248
Tains Ants, Second Nation, 97: 929, 4, 196
Tains Ants, Second Nation, 98: 142, 920, 24
Tains Ants, Second Nation, 99: 878, 168, 212
Tains Ants, Second Nation, 100: 204, 817, 40
*********************
 Round, 186:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 820, 805, 141
Tains Ants, First Nation, 2: 120, 320, 329
Tains Ants, First Nation, 3: 880, 320, 37
Tains Ants, First Nation, 4: 180, 805, 225
Tains Ants, First Nation, 5: 820, 130, 53
Tains Ants, First Nation, 6: 54, 870, 241
Tains Ants, First Nation, 7: 1000, 0, 69
Tains Ants, First Nation, 8: 0, 1000, 257
Tains Ants, First Nation, 9: 870, 72, 206
Tains Ants, First Nation, 10: 130, 820, 34
Tains Ants, First Nation, 11: 805, 180, 222
Tains Ants, First Nation, 12: 195, 820, 50
Tains Ants, First Nation, 13: 680, 120, 238
Tains Ants, First Nation, 14: 680, 880, 306
Tains Ants, First Nation, 15: 195, 180, 134
Tains Ants, First Nation, 16: 745, 820, 322
Tains Ants, First Nation, 17: 130, 54, 150
Tains Ants, First Nation, 18: 852, 928, 338
Tains Ants, First Nation, 19: 0, 0, 166
Tains Ants, First Nation, 20: 928, 870, 114
Tains Ants, First Nation, 21: 180, 130, 302
Tains Ants, First Nation, 22: 820, 805, 130
Tains Ants, First Nation, 23: 180, 195, 319
Tains Ants, First Nation, 24: 880, 680, 147
Tains Ants, First Nation, 25: 120, 680, 215
Tains Ants, First Nation, 26: 820, 195, 43
Tains Ants, First Nation, 27: 180, 805, 231
Tains Ants, First Nation, 28: 946, 130, 59
Tains Ants, First Nation, 29: 72, 870, 247
